Governo Federal 2018, Poderes Legislativo e Judiciário, Órgão Superior, UO, UG, Ação e PO;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Filtro do relatório:;;;;;;;;;;;;;;;;;;;;;
({Esfera Orçamentária} = 1:ORCAMENTO FISCAL, 2:ORCAMENTO DE SEGURIDADE SOCIAL) E ({Mês Lançamento} = 014/2018) E ({Item Informação} = DOTACAO INICIAL, DOTACAO ATUALIZADA, DESPESAS EMPENHADAS, DESPESAS LIQUIDADAS, DESPESAS INSCRITAS EM RP NAO PROCESSADOS, DESPESAS PAGAS) E ({UO - Poder} = 1:PODER LEGISLATIVO, 2:PODER JUDICIARIO);;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Páginas:;;;;;;;;;;;;;;;;;;;;;
Mês Lançamento: 014/2018;;;;;;;;;;;;;;;;;;;;;
Métrica: Saldo - R$ (Item Informação);;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
UO - Órgão Superior;;Unidade Orçamentária;;UG Executora;;Ação Governo;;Plano Orçamentário;;;;;;;Item Informação;9;13;23;25;27;28
2000;SENADO FEDERAL;2101;SENADO FEDERAL;114702;FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;2101;1;31;551;4061;000C;DISSEMINACAO DE CONHECIMENTOS LEGISLATIVOS E GERENCIAIS;;;;18.600,00;18.600,00;;18.600,00
2000;SENADO FEDERAL;2101;SENADO FEDERAL;154019;CENTRO DE APOIO AO DESENVOLV. TECNOLOGICO-CDT;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;2101;1;31;551;4061;1;ADMINISTRACAO LEGISLATIVA;;;;341.850,00;341.850,00;;341.850,00
2000;SENADO FEDERAL;2101;SENADO FEDERAL;154032;FUND.UNIV.FED.DE.CIENC.DA SAUDE DE P.ALEGRE;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;2101;1;31;551;4061;1;ADMINISTRACAO LEGISLATIVA;;;;128.800,00;126.395,77;2.404,23;126.395,77
2000;SENADO FEDERAL;2101;SENADO FEDERAL;154040;FUNDACAO UNIVERSIDADE DE BRASILIA - FUB;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;2101;1;31;551;4061;1;ADMINISTRACAO LEGISLATIVA;;;;68.444,10;68.444,10;;
2000;SENADO FEDERAL;2101;SENADO FEDERAL;170006;COORDENACAO-GERAL DE GESTAO DE PESSOAS - MF;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;2101;1;31;551;4061;000C;DISSEMINACAO DE CONHECIMENTOS LEGISLATIVOS E GERENCIAIS;;;;3.089,52;3.089,52;;3.089,52
2000;SENADO FEDERAL;2101;SENADO FEDERAL;170009;ESCOLA DE ADMINISTRACAO FAZENDARIA;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;2101;1;31;551;4061;000C;DISSEMINACAO DE CONHECIMENTOS LEGISLATIVOS E GERENCIAIS;;;;100.002,50;;100.002,50;
2000;SENADO FEDERAL;2101;SENADO FEDERAL;370002;COORDENCAO-GERAL DE GESTAO DE PESSOAS;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;2101;1;31;551;4061;000C;DISSEMINACAO DE CONHECIMENTOS LEGISLATIVOS E GERENCIAIS;;;;6.951,36;6.951,36;;6.951,36
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;10001;CAMARA DOS DEPUTADOS;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;2;CAPACITACAO DE RECURSOS HUMANOS;;;;1.049,09;1.049,09;;1.049,09
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;20001;SENADO FEDERAL;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;0;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS - DESPESAS DIVERSAS;;;;153.140,00;153.140,00;;153.140,00
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30001;TRIBUNAL DE CONTAS DA UNIAO;00OQ;CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE P;3101;28;846;910;00OQ;1;CONTRIBUICAO A ORGANIZACAO DAS INSTITUICOES SUPREMAS DE CONTROLE DA COMUNIDADE DOS PAISES DE LINGUA PORTUGUESA - OISCC;;22.000,00;22.000,00;20.099,99;20.099,99;;20.099,99
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30001;TRIBUNAL DE CONTAS DA UNIAO;00OQ;CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE P;3101;28;846;910;00OQ;2;CONTRIBUICAO A ORGANIZACAO INTERNACIONAL DE ENTIDADES FISCALIZADORAS SUPERIORES - INTOSAI;;22.600,00;26.100,00;25.125,94;25.125,94;;25.125,94
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30001;TRIBUNAL DE CONTAS DA UNIAO;00OQ;CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE P;3101;28;846;910;00OQ;3;CONTRIBUICAO A ORGANIZACAO LATINO-AMERICANA E DO CARIBE DE ENTIDADES FISCALIZADORAS SUPERIORES - OLACEFS;;36.000,00;32.500,00;31.785,38;31.785,38;;31.785,38
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30001;TRIBUNAL DE CONTAS DA UNIAO;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;3101;9;272;89;181;0;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;;656.500.000,00;726.500.000,00;716.880.414,39;715.534.328,39;1.346.086,00;715.534.328,39
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30001;TRIBUNAL DE CONTAS DA UNIAO;09HB;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O;3101;1;846;550;09HB;0;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS;;209.060.417,00;209.060.417,00;148.480.677,56;148.420.677,56;60.000,00;148.420.677,56
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30001;TRIBUNAL DE CONTAS DA UNIAO;0Z00;RESERVA DE CONTINGENCIA - FINANCEIRA;3101;99;999;999;0Z00;1;CPSS DECORRENTE DO ATENDIMENTO DO ART. 169, ? 1., INCISO II DA CONSTITUICAO FEDERAL - FINANCEIRA;;79.098,00;79.098,00;;;;
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30001;TRIBUNAL DE CONTAS DA UNIAO;0Z01;RESERVA DE CONTINGENCIA FISCAL - PRIMARIA;3101;99;999;999;0Z01;1;RECURSOS PARA ATENDIMENTO DO ART. 169, ? 1., INCISO II DA CONSTITUICAO FEDERAL, ANEXO V DA LOA - PRIMARIA;;1.444.672,00;1.444.672,00;;;;
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30001;TRIBUNAL DE CONTAS DA UNIAO;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;3101;1;301;550;2004;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;;33.401.260,00;33.901.260,00;33.513.452,91;33.254.401,19;259.051,72;33.254.401,19
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30001;TRIBUNAL DE CONTAS DA UNIAO;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;3101;1;301;550;2004;2;EXAMES PERIODICOS - CIVIS;;176.000,00;176.000,00;45.823,39;39.492,46;6.330,93;39.492,46
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30001;TRIBUNAL DE CONTAS DA UNIAO;20TP;ATIVOS CIVIS DA UNIAO;3101;1;122;550;20TP;0;ATIVOS CIVIS DA UNIAO;;1.007.213.420,00;937.213.420,00;906.073.076,51;904.896.182,76;1.176.893,75;904.896.182,76
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30001;TRIBUNAL DE CONTAS DA UNIAO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;3101;1;331;550;212B;1;ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS;;5.775.900,00;5.775.900,00;5.111.007,17;5.040.943,59;70.063,58;5.040.943,59
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30001;TRIBUNAL DE CONTAS DA UNIAO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;3101;1;331;550;212B;3;AUXILIO-TRANSPORTE DE CIVIS;;60.996,00;60.996,00;46.913,58;46.913,58;;46.913,58
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30001;TRIBUNAL DE CONTAS DA UNIAO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;3101;1;331;550;212B;5;AUXILIO-ALIMENTACAO DE CIVIS;;34.170.888,00;33.570.888,00;29.199.251,82;29.196.307,22;2.944,60;29.196.307,22
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30001;TRIBUNAL DE CONTAS DA UNIAO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;3101;1;331;550;212B;9;AUXILIO-FUNERAL E NATALIDADE DE CIVIS;;917.064,00;1.017.064,00;902.294,15;857.689,35;44.604,80;857.689,35
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30001;TRIBUNAL DE CONTAS DA UNIAO;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB;3101;1;122;550;216H;0;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS;;1.740.883,00;1.740.883,00;1.248.546,97;1.248.546,97;;1.248.546,97
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30001;TRIBUNAL DE CONTAS DA UNIAO;2549;COMUNICACAO E DIVULGACAO INSTITUCIONAL;3101;1;131;550;2549;0;COMUNICACAO E DIVULGACAO INSTITUCIONAL;;4.038.429,00;4.038.429,00;2.781.417,53;2.580.573,12;200.844,41;2.580.573,12
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30001;TRIBUNAL DE CONTAS DA UNIAO;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;0;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS - DESPESAS DIVERSAS;;149.912.448,00;130.351.976,00;83.521.476,47;77.813.491,16;5.707.985,31;77.813.491,16
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30001;TRIBUNAL DE CONTAS DA UNIAO;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;2;CAPACITACAO DE RECURSOS HUMANOS;;7.752.060,00;6.208.219,00;1.574.206,97;1.324.206,97;250.000,00;1.324.206,97
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30001;TRIBUNAL DE CONTAS DA UNIAO;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;3;GESTAO TECNOLOGICA;;47.572.731,00;74.163.493,00;71.824.795,39;56.968.403,99;14.856.391,40;56.968.403,99
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30001;TRIBUNAL DE CONTAS DA UNIAO;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;4;REFORMAS E SERVICOS DE ENGENHARIA;;13.100.000,00;7.613.551,00;2.268.190,70;1.271.114,04;997.076,66;1.271.114,04
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30002;SECRETARIA NO ESTADO DO PARA;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;0;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS - DESPESAS DIVERSAS;;;;701.602,63;644.082,58;57.520,05;644.082,58
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30002;SECRETARIA NO ESTADO DO PARA;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;4;REFORMAS E SERVICOS DE ENGENHARIA;;;;500.000,00;209.198,43;290.801,57;209.198,43
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30003;SECRETARIA NO ESTADO DO MARANHAO;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;0;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS - DESPESAS DIVERSAS;;;;762.570,14;557.711,88;204.858,26;557.711,88
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30003;SECRETARIA NO ESTADO DO MARANHAO;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;3;GESTAO TECNOLOGICA;;;;226;226;;226
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30004;SECRETARIA NO ESTADO DO PIAUI;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;3101;1;301;550;2004;2;EXAMES PERIODICOS - CIVIS;;;;2.908,00;2.908,00;;2.908,00
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30004;SECRETARIA NO ESTADO DO PIAUI;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;0;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS - DESPESAS DIVERSAS;;;;368.916,25;334.373,04;34.543,21;334.373,04
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30004;SECRETARIA NO ESTADO DO PIAUI;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;3;GESTAO TECNOLOGICA;;;;397,6;397,6;;397,6
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30005;SECRETARIA NO ESTADO DO CEARA;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;3101;1;301;550;2004;2;EXAMES PERIODICOS - CIVIS;;;;3.473,00;3.473,00;;3.473,00
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30005;SECRETARIA NO ESTADO DO CEARA;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;0;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS - DESPESAS DIVERSAS;;;;884.082,74;807.734,94;76.347,80;807.734,94
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30005;SECRETARIA NO ESTADO DO CEARA;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;3;GESTAO TECNOLOGICA;;;;175;175;;175
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30005;SECRETARIA NO ESTADO DO CEARA;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;4;REFORMAS E SERVICOS DE ENGENHARIA;;;;1.955.373,61;1.701.699,06;253.674,55;1.701.699,06
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30006;SECRETARIA NO ESTADO DO RIO G DO NORTE;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;0;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS - DESPESAS DIVERSAS;;;;656.522,25;597.557,56;58.964,69;597.557,56
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30006;SECRETARIA NO ESTADO DO RIO G DO NORTE;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;3;GESTAO TECNOLOGICA;;;;1.049,90;1.049,90;;1.049,90
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30007;SECRETARIA NO ESTADO DA PARAIBA;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;3101;1;301;550;2004;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;;;;2.396,00;2.396,00;;2.396,00
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30007;SECRETARIA NO ESTADO DA PARAIBA;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;0;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS - DESPESAS DIVERSAS;;;;670.514,65;613.787,04;56.727,61;613.787,04
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30007;SECRETARIA NO ESTADO DA PARAIBA;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;3;GESTAO TECNOLOGICA;;;;1.135,00;1.135,00;;1.135,00
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30008;SECRETARIA NO ESTADO DE PERNAMBUCO;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;0;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS - DESPESAS DIVERSAS;;;;693.426,21;635.824,10;57.602,11;635.824,10
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30008;SECRETARIA NO ESTADO DE PERNAMBUCO;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;4;REFORMAS E SERVICOS DE ENGENHARIA;;;;115.077,32;;115.077,32;
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30009;SECRETARIA NO ESTADO DE ALAGOAS;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;3101;1;301;550;2004;2;EXAMES PERIODICOS - CIVIS;;;;2.072,00;872;1.200,00;872
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30009;SECRETARIA NO ESTADO DE ALAGOAS;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;0;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS - DESPESAS DIVERSAS;;;;604.992,60;547.607,35;57.385,25;547.607,35
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30010;SECRETARIA NO ESTADO DE SERGIPE;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;0;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS - DESPESAS DIVERSAS;;;;332.895,18;313.844,97;19.050,21;313.844,97
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30011;SECRETARIA NO ESTADO DA BAHIA;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;3101;1;301;550;2004;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;;;;1.590,77;1.590,77;;1.590,77
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30011;SECRETARIA NO ESTADO DA BAHIA;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;0;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS - DESPESAS DIVERSAS;;;;570.873,18;525.560,43;45.312,75;525.560,43
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30011;SECRETARIA NO ESTADO DA BAHIA;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;3;GESTAO TECNOLOGICA;;;;260;260;;260
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30012;SECRETARIA NO ESTADO DE MINAS GERAIS;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;3101;1;301;550;2004;2;EXAMES PERIODICOS - CIVIS;;;;5.707,53;5.707,53;;5.707,53
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30012;SECRETARIA NO ESTADO DE MINAS GERAIS;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;0;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS - DESPESAS DIVERSAS;;;;527.574,64;492.834,53;34.740,11;492.834,53
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30012;SECRETARIA NO ESTADO DE MINAS GERAIS;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;3;GESTAO TECNOLOGICA;;;;1.587,84;1.587,84;;1.587,84
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30013;SECRETARIA NO ESTADO DO ESPIRITO SANTO;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;0;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS - DESPESAS DIVERSAS;;;;720.324,58;637.587,98;82.736,60;637.587,98
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30014;SECRETARIA NO ESTADO DO MATO GROSSO DO SUL;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;3101;1;301;550;2004;2;EXAMES PERIODICOS - CIVIS;;;;460;460;;460
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30014;SECRETARIA NO ESTADO DO MATO GROSSO DO SUL;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;0;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS - DESPESAS DIVERSAS;;;;403.424,57;371.001,34;32.423,23;371.001,34
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30014;SECRETARIA NO ESTADO DO MATO GROSSO DO SUL;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;4;REFORMAS E SERVICOS DE ENGENHARIA;;;;300.000,00;86.447,59;213.552,41;86.447,59
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30015;SECRETARIA NO ESTADO DO RIO DE JANEIRO;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;0;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS - DESPESAS DIVERSAS;;;;949.609,96;868.820,98;80.788,98;868.820,98
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30016;SECRETARIA NO ESTADO DE SAO PAULO;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;0;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS - DESPESAS DIVERSAS;;;;1.092.174,09;888.690,75;203.483,34;888.690,75
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30017;SECRETARIA NO ESTADO DO PARANA;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;3101;1;301;550;2004;2;EXAMES PERIODICOS - CIVIS;;;;2.175,24;2.175,24;;2.175,24
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30017;SECRETARIA NO ESTADO DO PARANA;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;0;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS - DESPESAS DIVERSAS;;;;603.734,91;551.770,30;51.964,61;551.770,30
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30018;SECRETARIA NO ESTADO DE SANTA CATARINA;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;0;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS - DESPESAS DIVERSAS;;;;597.824,82;547.045,99;50.778,83;547.045,99
3000;TRIBUNAL DE CONTAS DA UNIAO;3101;TRIBUNAL DE CONTAS DA UNIAO;30018;SECRETARIA NO ESTADO DE SANTA CATARINA;4018;FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS;3101;1;32;550;4018;4;REFORMAS E SERVICOS DE ENGENHARIA;;;;476.373,00;126.632,42;349.740,58;126.632,42
